State UUID,State Code,State Name,District UUID,District Code,District Name,Block UUID,Block Code,Block Name,Cluster UUID,Cluster Code,Cluster Name,School UUID,School Code,School Name
90e2d894-85f1-4c18-860e-54e7e8a5902d,38,Ladakh,,,,,,,,,,,,
